userId,movieId,tag,timestamp
148,91,visually stunning,1576906508
81,708,mind-bending,1520366513
196,320,slow burn,1732102157
174,583,based on true events,1743354252
48,210,rewatchable,1536267605
145,276,based on true events,1661655064
93,24,binge-worthy,1742456326
211,150,stylish,1762471096
160,682,great soundtrack,1674421868
109,173,cult classic,1639483146
100,134,slow burn,1652546606
3,546,underrated,1633457681
57,178,feel-good,1715044904
168,584,wholesome,1577099095
153,165,slow burn,1732394207
130,115,dark,1695251764
160,604,plot twist,1620599379
136,189,visually stunning,1664162787
123,249,great soundtrack,1714880174
206,299,mind-bending,1648808057
11,30,cult classic,1613822901
81,520,underrated,1686165153
221,266,underrated,1751690382
37,601,atmospheric,1619417319
243,690,cult classic,1745174772
3,29,visually stunning,1633208394
144,825,stylish,1552939762
228,768,great soundtrack,1632216979
92,193,mind-bending,1758450674
22,30,great soundtrack,1648838976
13,855,cult classic,1633440398
13,646,visually stunning,1527097822
130,483,underrated,1623481796
101,778,rewatchable,1666551401
37,778,feel-good,1595946014
228,183,binge-worthy,1657367742
69,196,wholesome,1636095750
134,353,mind-bending,1700955186
234,452,visually stunning,1746228474
3,350,underrated,1529508963
214,370,great soundtrack,1623561644
17,437,edge-of-seat,1524063833
143,778,cult classic,1538989128
63,696,thought-provoking,1525875973
235,429,binge-worthy,1633432880
88,751,binge-worthy,1675370797
27,741,feel-good,1515213480
235,264,wholesome,1548197274
240,228,edge-of-seat,1691391652
82,848,cult classic,1767714063
24,599,slow burn,1643222740
243,582,slow burn,1646771295
88,713,binge-worthy,1581772209
60,252,based on true events,1683013369
234,860,thought-provoking,1664040060
231,561,tearjerker,1542249719
68,97,underrated,1699359357
158,292,edge-of-seat,1547030636
246,38,binge-worthy,1672196997
221,399,great soundtrack,1519109016
11,419,wholesome,1540462733
124,209,tearjerker,1633931146
154,490,edge-of-seat,1511446904
169,159,edge-of-seat,1619836995
58,704,based on true events,1636326755
84,508,tearjerker,1752568841
187,877,feel-good,1678875491
91,392,wholesome,1668609120
159,719,edge-of-seat,1766383347
138,187,feel-good,1710631568
34,211,rewatchable,1623810004
173,151,underrated,1570577546
35,849,plot twist,1719891361
36,582,great soundtrack,1509368089
137,860,rewatchable,1564598782
22,83,rewatchable,1572009353
75,633,tearjerker,1695788174
195,125,rewatchable,1627478141
3,33,cult classic,1570557348
3,59,mind-bending,1500416542
71,91,dark,1733978230
238,807,tearjerker,1667858516
17,191,slow burn,1655242547
188,727,binge-worthy,1529385606
170,336,cult classic,1706916653
222,81,stylish,1692467876
203,872,rewatchable,1739118322
171,195,dark,1541525071
38,618,based on true events,1601923582
25,308,visually stunning,1726805525
24,388,mind-bending,1522566215
32,12,slow burn,1558682295
167,524,slow burn,1542223418
200,165,based on true events,1724196118
249,310,feel-good,1526873158
147,669,visually stunning,1579886109
207,529,wholesome,1768884603
125,111,atmospheric,1552700966
188,85,atmospheric,1611198874
84,560,slow burn,1650886273
30,216,thought-provoking,1561514764
242,398,thought-provoking,1630498817
84,195,atmospheric,1561139759
15,35,rewatchable,1754010897
89,655,atmospheric,1689147321
67,757,tearjerker,1689634151
96,655,rewatchable,1524559657
85,789,edge-of-seat,1518889570
196,331,thought-provoking,1679353206
153,832,thought-provoking,1586066930
201,6,thought-provoking,1756964111
33,27,underrated,1518401167
104,49,mind-bending,1757251042
22,641,binge-worthy,1762140720
234,313,underrated,1500954343
136,709,atmospheric,1560269046
103,525,based on true events,1740211398
54,301,binge-worthy,1603699531
188,126,dark,1613160758
115,761,edge-of-seat,1725472341
117,603,based on true events,1509525492
56,62,dark,1619870458
153,474,mind-bending,1619155874
212,525,slow burn,1714932130
27,334,dark,1699301705
20,485,feel-good,1637064885
104,432,edge-of-seat,1652501196
139,299,atmospheric,1609746911
144,415,rewatchable,1747739400
228,186,tearjerker,1639700416
149,263,thought-provoking,1758130741
189,834,plot twist,1518961528
124,755,rewatchable,1703430142
30,431,stylish,1724334900
127,822,dark,1700024274
123,176,tearjerker,1681261734
217,706,wholesome,1554211214
212,76,tearjerker,1728162928
42,129,based on true events,1690225939
153,519,rewatchable,1524392094
202,182,edge-of-seat,1696195693
39,790,thought-provoking,1611254800
73,779,based on true events,1633650682
250,813,tearjerker,1526207096
69,224,dark,1612479326
207,623,binge-worthy,1508728181
93,542,slow burn,1572317969
9,344,edge-of-seat,1685811639
131,168,rewatchable,1677852713
183,504,visually stunning,1628970578
106,618,wholesome,1755989516
233,691,wholesome,1629898174
191,382,mind-bending,1607407939
234,370,feel-good,1703220746
74,51,wholesome,1758251744
125,196,feel-good,1586376234
220,549,rewatchable,1557837740
174,12,edge-of-seat,1652026437
156,592,atmospheric,1757959234
80,246,binge-worthy,1506772753
203,398,feel-good,1577082486
19,619,plot twist,1530911428
175,356,binge-worthy,1701298951
64,108,based on true events,1680933686
193,251,cult classic,1512764150
171,887,slow burn,1683664353
151,29,based on true events,1516831281
238,614,stylish,1519583987
59,22,atmospheric,1612088367
173,289,wholesome,1715533049
75,410,dark,1627185553
27,205,stylish,1756790927
82,564,binge-worthy,1666352868
131,443,thought-provoking,1552289464
220,322,thought-provoking,1615188401
179,817,mind-bending,1608554161
174,601,based on true events,1633536245
147,153,stylish,1617982214
16,120,slow burn,1514762361
215,646,mind-bending,1542663993
179,344,based on true events,1619937838
11,241,cult classic,1584497297
56,580,based on true events,1621346464
185,24,mind-bending,1763989413
68,343,plot twist,1557099761
106,624,dark,1721607739
223,429,cult classic,1645744286
137,667,rewatchable,1708029928
101,235,binge-worthy,1766572923
92,583,visually stunning,1692858150
93,292,feel-good,1702718222
81,827,underrated,1577992382
12,387,cult classic,1583323919
96,425,dark,1675721271
172,849,thought-provoking,1529896621
191,29,mind-bending,1589084916
13,726,binge-worthy,1634116636
157,867,slow burn,1569599559
184,562,great soundtrack,1654065831
219,7,slow burn,1699866479
1,893,thought-provoking,1751308075
207,810,dark,1554806214
41,165,underrated,1692965218
153,446,tearjerker,1698085258
101,318,stylish,1523343090
215,877,plot twist,1554915977
10,503,stylish,1589121520
29,758,stylish,1506427617
200,629,cult classic,1537285542
57,211,rewatchable,1716115741
215,371,rewatchable,1523324098
180,602,atmospheric,1561610486
18,348,underrated,1616774730
231,437,binge-worthy,1761883821
198,291,stylish,1657793278
148,641,plot twist,1760873185
121,221,slow burn,1704879270
134,511,visually stunning,1723490877
168,470,tearjerker,1675226628
4,507,binge-worthy,1754281039
97,574,thought-provoking,1673387335
214,495,atmospheric,1651316100
17,603,based on true events,1662634831
86,32,binge-worthy,1507952759
68,84,binge-worthy,1585937288
159,601,plot twist,1580087862
76,349,plot twist,1710929210
171,79,visually stunning,1537847569
156,553,great soundtrack,1747760270
236,49,great soundtrack,1748047033
211,560,tearjerker,1661170483
174,602,edge-of-seat,1522308263
111,316,great soundtrack,1539553097
134,682,feel-good,1516946958
53,774,binge-worthy,1704150015
109,778,thought-provoking,1565382062
48,844,plot twist,1565241458
121,399,great soundtrack,1719453613
226,237,mind-bending,1705747606
193,426,tearjerker,1513157246
209,481,plot twist,1743846813
59,594,tearjerker,1769165946
230,78,feel-good,1554726310
150,55,binge-worthy,1669290653
109,98,thought-provoking,1576780365
80,244,based on true events,1761027709
134,813,rewatchable,1613504379
16,360,based on true events,1534032535
46,763,slow burn,1618350214
83,287,plot twist,1542140053
153,613,plot twist,1550055899
243,443,visually stunning,1537452398
204,506,stylish,1555643773
130,883,feel-good,1555603013
151,258,based on true events,1505211652
82,829,cult classic,1546130018
75,49,great soundtrack,1584059155
167,887,cult classic,1562193371
238,52,dark,1501195318
92,404,based on true events,1667406621
145,541,dark,1520697656
242,810,stylish,1693895483
43,67,rewatchable,1500732058
30,325,plot twist,1525644382
144,262,thought-provoking,1743328872
47,622,feel-good,1658866644
60,238,stylish,1746300964
17,9,stylish,1614181778
64,428,tearjerker,1511693559
77,769,visually stunning,1556138694
209,303,plot twist,1689884503
96,323,thought-provoking,1645903405
247,678,cult classic,1754370113
152,73,binge-worthy,1581854663
11,829,dark,1676159293
240,183,wholesome,1644307250
226,813,slow burn,1744273013
214,143,plot twist,1514668058
190,858,great soundtrack,1615316951
194,463,dark,1642552459
236,772,plot twist,1741472501
128,190,mind-bending,1623303404
194,230,great soundtrack,1557199633
105,409,great soundtrack,1711089275
201,605,based on true events,1547760887
175,65,underrated,1717175280
105,43,based on true events,1538014958
247,176,mind-bending,1706860832
81,579,mind-bending,1620338201
180,612,underrated,1729043786
26,161,dark,1688223130
24,764,great soundtrack,1535093978
72,596,atmospheric,1524413281
220,153,edge-of-seat,1762481788
11,348,thought-provoking,1629619905
179,244,tearjerker,1519437788
105,403,tearjerker,1514367858
198,614,atmospheric,1717994495
226,598,cult classic,1658550166
115,416,rewatchable,1550799312
5,455,underrated,1672936410
92,449,great soundtrack,1712689363
13,782,slow burn,1708572963
246,411,based on true events,1511445187
136,852,slow burn,1650806405
108,361,dark,1656010969
11,47,stylish,1714751428
217,164,dark,1661229647
100,407,atmospheric,1703243771
41,674,stylish,1645826958
63,1,stylish,1635466291
69,136,stylish,1537224684
41,450,dark,1506505288
172,319,great soundtrack,1717587072
34,73,feel-good,1513611375
180,613,slow burn,1744810398
151,561,dark,1502109213
221,670,tearjerker,1738647595
98,841,wholesome,1619144289
185,882,wholesome,1668147234
33,303,based on true events,1605908893
71,284,visually stunning,1519849334
132,516,dark,1555439127
39,92,feel-good,1539666371
242,393,dark,1557239613
100,180,rewatchable,1527955310
207,113,slow burn,1649267288
18,662,mind-bending,1591386810
139,707,tearjerker,1643907992
198,235,based on true events,1657692224
203,824,tearjerker,1691487000
31,641,cult classic,1727028784
193,482,dark,1649956671
138,831,great soundtrack,1624748460
221,118,great soundtrack,1662692326
236,736,rewatchable,1683847772
138,307,edge-of-seat,1586843482
52,352,great soundtrack,1558464156
152,716,wholesome,1514234433
156,286,visually stunning,1625702040
63,622,edge-of-seat,1630890789
1,320,mind-bending,1529743311
199,130,based on true events,1596697064
103,159,thought-provoking,1717013132
188,234,edge-of-seat,1615127853
120,279,thought-provoking,1559951384
121,487,wholesome,1745007492
1,367,great soundtrack,1555708760
112,442,dark,1616208880
198,738,based on true events,1729550927
164,113,binge-worthy,1646590612
12,135,stylish,1765917495
210,505,binge-worthy,1605267565
130,582,atmospheric,1687365790
131,775,stylish,1701925629
14,620,cult classic,1630782466
195,543,binge-worthy,1757248358
209,679,thought-provoking,1743328700
91,93,tearjerker,1640002243
185,160,tearjerker,1629614610
133,107,plot twist,1607781236
185,847,feel-good,1758559740
4,806,thought-provoking,1736394149
186,34,slow burn,1731080564
186,96,mind-bending,1696114270
31,272,edge-of-seat,1554367921
216,308,wholesome,1622941022
212,698,cult classic,1748306841
197,379,binge-worthy,1563588253
225,811,feel-good,1708617930
216,30,binge-worthy,1681999873
242,413,mind-bending,1711098432
119,739,atmospheric,1600919942
39,535,edge-of-seat,1641182815
148,791,thought-provoking,1662274416
31,613,thought-provoking,1612005184
121,716,atmospheric,1740443233
88,62,mind-bending,1554559142
26,235,based on true events,1675909840
60,172,edge-of-seat,1760917991
52,443,mind-bending,1623897188
234,321,great soundtrack,1634506251
177,608,binge-worthy,1755247808
213,459,feel-good,1712128287
9,465,thought-provoking,1581022106
162,536,edge-of-seat,1672955231
60,562,binge-worthy,1529399295
20,739,cult classic,1512806290
109,893,underrated,1709073712
92,831,slow burn,1503805332
196,172,slow burn,1543059385
247,747,feel-good,1529733401
139,582,tearjerker,1675397310
200,257,rewatchable,1539620848
11,268,rewatchable,1537802793
138,117,dark,1603361852
56,162,atmospheric,1638471369
211,798,plot twist,1543970089
239,813,binge-worthy,1547094331
112,743,great soundtrack,1500648176
117,521,slow burn,1575125233
241,371,visually stunning,1662647895
84,125,thought-provoking,1527506032
3,772,atmospheric,1717367763
89,710,wholesome,1568642549
90,836,visually stunning,1617065393
57,809,tearjerker,1532943105
134,130,plot twist,1640874598
205,862,stylish,1567038498
82,712,wholesome,1750291295
98,774,great soundtrack,1721562296
200,247,edge-of-seat,1670193414
84,588,rewatchable,1537692250
64,152,binge-worthy,1567884745
62,216,tearjerker,1573128634
217,15,binge-worthy,1511269599
180,726,rewatchable,1614526849
227,469,tearjerker,1713478796
81,418,based on true events,1565264309
184,102,wholesome,1706376662
27,281,tearjerker,1619907065
108,158,mind-bending,1583505256
55,759,visually stunning,1721974645
93,289,plot twist,1562474847
117,779,rewatchable,1628170325
186,453,rewatchable,1601615803
206,554,cult classic,1535496622
17,675,rewatchable,1748271358
156,775,rewatchable,1647057024
191,256,mind-bending,1630898907
227,383,binge-worthy,1620972147
46,783,tearjerker,1622468829
217,891,underrated,1684302098
209,692,binge-worthy,1580093074
201,619,thought-provoking,1743854267
225,665,feel-good,1593847654
19,778,thought-provoking,1629063631
35,800,dark,1639606152
